lenguaje;matematicas;sociales;Id;filosofia;biologia;quimica;fisica;nivel_ingles; sisben;estrato;genero;puntaje_saber11   
alto;alto;alto;2379;alto;alto;alto;alto;A1;5;3;Mujer;bajo
alto;medio;medio;2380;medio;medio;medio;alto;A1;5;3;Hombre;bajo
alto;alto;alto;2381;alto;alto;alto;alto;B1;5;3;Hombre;bajo
alto;alto;alto;2382;alto;alto;alto;alto;B1;5;6;Mujer;bajo
alto;alto;alto;2383;alto;alto;medio;medio;A1;1;2;Hombre;bajo
medio;medio;medio;2384;alto;alto;medio;medio;A1;1;1;Hombre;bajo
medio;alto;alto;2385;alto;alto;medio;medio;A-;5;3;Hombre;bajo
medio;medio;medio;2386;bajo;medio;medio;medio;A1;2;2;Hombre;bajo
alto;alto;alto;2387;medio;alto;alto;medio;A1;3;3;Hombre;bajo
medio;medio;alto;2388;medio;alto;medio;alto;A1;2;3;Hombre;bajo
alto;superior;alto;2389;alto;alto;alto;alto;A1;2;2;Hombre;bajo
medio;medio;medio;2390;alto;medio;medio;medio;A-;5;2;Hombre;bajo
alto;alto;medio;2391;bajo;medio;alto;medio;A1;1;1;Hombre;bajo
medio;alto;alto;2392;medio;medio;alto;medio;A1;1;2;Hombre;bajo
medio;medio;medio;2393;medio;alto;medio;medio;A-;1;1;Mujer;bajo
alto;alto;alto;2394;alto;alto;alto;alto;A2;5;3;Hombre;bajo
medio;medio;medio;2395;medio;medio;medio;medio;A1;3;3;Hombre;bajo
medio;alto;alto;2396;alto;medio;alto;alto;A2;5;2;Hombre;bajo
alto;medio;alto;2397;medio;alto;alto;medio;A1;1;1;Mujer;bajo
medio;medio;medio;2398;medio;medio;alto;alto;A-;1;1;Hombre;bajo
alto;medio;medio;2399;alto;medio;medio;medio;A-;2;2;Hombre;bajo
alto;medio;alto;2400;medio;alto;alto;alto;B1;5;4;Hombre;bajo
alto;alto;alto;2401;medio;alto;alto;alto;B1;5;5;Hombre;bajo
alto;alto;alto;2402;medio;alto;medio;alto;A1;2;2;Hombre;bajo
medio;medio;medio;2403;medio;medio;medio;bajo;A-;1;1;Hombre;bajo
medio;alto;medio;2404;medio;alto;alto;medio;A-;1;1;Mujer;bajo
alto;alto;alto;2405;alto;alto;alto;medio;A1;1;1;Hombre;bajo
alto;alto;alto;2406;alto;alto;alto;alto;B1;5;5;Hombre;bajo
alto;medio;medio;2407;alto;medio;alto;medio;A-;1;1;Hombre;bajo
medio;alto;alto;2408;alto;alto;alto;alto;A1;2;3;Hombre;bajo
alto;medio;alto;2409;medio;medio;alto;medio;A1;2;2;Hombre;bajo
bajo;medio;medio;2410;medio;medio;medio;medio;A-;1;1;Hombre;bajo
medio;medio;medio;2411;alto;medio;medio;medio;A-;5;4;Mujer;bajo
medio;alto;medio;2412;medio;medio;medio;alto;A-;5;3;Mujer;bajo
bajo;alto;alto;2413;medio;alto;medio;medio;A2;2;2;Hombre;bajo
alto;medio;alto;2414;alto;alto;alto;medio;A1;5;1;Hombre;bajo
alto;medio;alto;2415;medio;alto;medio;medio;A1;5;2;Hombre;bajo
alto;medio;alto;2416;medio;alto;alto;medio;B1;5;5;Mujer;bajo
medio;medio;medio;2417;medio;medio;medio;medio;A-;1;1;Hombre;bajo
alto;alto;alto;2418;alto;alto;alto;alto;B+;5;6;Hombre;bajo
alto;alto;medio;2419;alto;alto;alto;medio;A1;5;4;Hombre;bajo
medio;alto;medio;2420;medio;medio;medio;medio;A-;1;1;Hombre;bajo
alto;alto;alto;2421;alto;medio;alto;medio;A2;5;4;Mujer;bajo
alto;alto;alto;2422;medio;alto;alto;alto;B+;5;4;Hombre;bajo
alto;alto;alto;2423;medio;alto;alto;alto;A2;5;3;Hombre;bajo
medio;alto;medio;2424;medio;alto;medio;alto;A1;1;1;Hombre;bajo
medio;medio;medio;2425;medio;medio;alto;medio;A1;1;2;Hombre;bajo
alto;alto;alto;2426;alto;alto;alto;alto;A2;3;3;Hombre;bajo
alto;medio;alto;2427;alto;medio;alto;alto;B1;5;4;Hombre;bajo
alto;alto;medio;2428;medio;alto;alto;medio;A-;5;3;Mujer;bajo
alto;alto;alto;2429;alto;alto;superior;alto;B1;5;6;Mujer;bajo
medio;medio;alto;2430;alto;alto;alto;medio;A-;5;2;Hombre;bajo
alto;alto;medio;2431;medio;alto;alto;alto;A1;5;3;Hombre;bajo
alto;medio;alto;2432;alto;alto;alto;alto;A1;1;1;Hombre;bajo
medio;medio;medio;2433;medio;medio;medio;medio;A-;1;1;Hombre;bajo
alto;alto;alto;2434;medio;alto;medio;medio;A1;5;2;Mujer;bajo
alto;alto;alto;2435;alto;alto;medio;alto;B1;5;6;Hombre;bajo
alto;alto;alto;2436;medio;alto;alto;medio;A1;1;1;Hombre;bajo
alto;medio;medio;2437;medio;medio;medio;medio;A1;5;4;Mujer;bajo
alto;medio;medio;2438;alto;alto;alto;alto;B+;5;5;Mujer;bajo
alto;medio;medio;2439;medio;alto;alto;medio;A1;2;2;Hombre;bajo
alto;alto;alto;2440;medio;alto;alto;alto;A2;2;2;Mujer;bajo
alto;medio;alto;2441;medio;alto;medio;alto;A1;5;4;Hombre;bajo
alto;alto;medio;2442;medio;alto;alto;medio;A2;2;2;Hombre;bajo
medio;alto;alto;2443;alto;alto;medio;medio;A1;5;3;Hombre;bajo
alto;alto;alto;2444;medio;medio;medio;medio;B1;5;3;Hombre;bajo
alto;alto;alto;2445;medio;alto;alto;medio;A1;5;3;Hombre;bajo
alto;alto;alto;2446;medio;alto;alto;alto;B+;5;5;Mujer;bajo
alto;alto;alto;2447;medio;alto;alto;medio;A1;5;5;Hombre;bajo
alto;alto;alto;2448;alto;alto;alto;alto;A1;5;2;Mujer;bajo
alto;medio;alto;2449;alto;medio;alto;alto;A1;2;2;Mujer;bajo
medio;superior;medio;2450;medio;medio;alto;alto;A-;5;3;Mujer;bajo
alto;medio;alto;2451;alto;alto;alto;medio;A1;5;2;Mujer;bajo
alto;alto;alto;2452;alto;medio;medio;alto;A1;1;1;Hombre;bajo
alto;medio;alto;2453;medio;alto;medio;medio;A1;1;2;Hombre;bajo
alto;alto;alto;2454;superior;alto;alto;medio;A2;5;2;Hombre;bajo
alto;medio;alto;2455;medio;alto;alto;medio;A1;5;3;Mujer;bajo
alto;alto;alto;2456;alto;medio;medio;medio;A-;1;1;Mujer;bajo
alto;alto;alto;2457;medio;alto;medio;alto;A1;1;1;Mujer;bajo
alto;medio;medio;2458;alto;alto;alto;alto;A1;5;3;Hombre;bajo
alto;medio;alto;2459;medio;alto;medio;medio;A2;5;2;Mujer;bajo
alto;medio;alto;2460;alto;medio;medio;alto;A2;5;3;Mujer;bajo
alto;alto;alto;2461;alto;medio;medio;medio;A1;5;2;Mujer;bajo
alto;alto;alto;2462;alto;alto;alto;alto;B1;2;2;Hombre;bajo
medio;alto;alto;2463;alto;alto;alto;alto;B1;5;4;Hombre;bajo
alto;alto;medio;2464;medio;alto;medio;medio;A1;1;1;Mujer;bajo
alto;alto;alto;2465;alto;alto;alto;alto;B+;5;3;Mujer;bajo
medio;alto;alto;2466;alto;alto;medio;alto;A1;5;2;Hombre;bajo
medio;alto;medio;2467;medio;medio;medio;medio;A2;5;3;Mujer;bajo
alto;alto;alto;2468;alto;alto;alto;medio;A1;2;2;Mujer;bajo
alto;alto;alto;2469;alto;alto;alto;alto;A1;3;3;Hombre;bajo
alto;alto;alto;2470;alto;alto;alto;medio;B1;1;1;Hombre;bajo
medio;medio;medio;2471;medio;medio;alto;alto;A-;2;2;Hombre;bajo
alto;alto;alto;2472;alto;alto;alto;alto;A2;2;3;Hombre;bajo
medio;medio;medio;2473;medio;alto;medio;medio;A-;2;2;Hombre;bajo
alto;medio;medio;2474;medio;medio;medio;alto;A1;5;4;Hombre;bajo
alto;alto;alto;2475;medio;alto;alto;alto;A-;5;1;Mujer;bajo
alto;superior;alto;2476;alto;alto;alto;alto;A1;1;1;Hombre;bajo
alto;alto;medio;2477;medio;medio;alto;alto;A1;5;5;Hombre;bajo
alto;alto;medio;2478;medio;alto;medio;alto;A-;2;2;Hombre;bajo
alto;alto;alto;2479;alto;alto;alto;alto;A2;5;3;Hombre;bajo
medio;medio;alto;2480;medio;alto;medio;medio;A1;1;1;Mujer;bajo
alto;superior;alto;2481;alto;superior;superior;alto;B1;5;4;Mujer;bajo
alto;medio;alto;2482;medio;medio;medio;alto;A1;2;1;Mujer;bajo
medio;medio;medio;2483;medio;medio;medio;medio;A1;1;1;Hombre;bajo
alto;superior;alto;2484;superior;alto;superior;alto;A2;5;2;Hombre;bajo
medio;medio;medio;2485;medio;alto;medio;alto;A1;1;2;Hombre;bajo
medio;medio;medio;2486;medio;medio;medio;medio;A1;1;1;Hombre;bajo
alto;alto;alto;2487;medio;alto;alto;alto;A2;4;2;Mujer;bajo
alto;alto;medio;2488;medio;alto;alto;alto;A1;5;3;Hombre;bajo
medio;medio;medio;2489;medio;medio;medio;medio;A-;1;1;Mujer;bajo
alto;medio;medio;2490;medio;alto;medio;medio;A1;2;3;Hombre;bajo
medio;medio;medio;2491;medio;medio;medio;medio;A-;2;4;Hombre;bajo
alto;medio;medio;2492;medio;medio;medio;medio;A1;1;1;Hombre;bajo
medio;medio;medio;2493;bajo;medio;medio;medio;A-;2;2;Mujer;bajo
alto;medio;alto;2494;medio;medio;alto;medio;A1;1;1;Mujer;bajo
alto;alto;alto;2495;alto;medio;medio;alto;A1;1;1;Hombre;bajo
medio;medio;alto;2496;alto;medio;medio;medio;A-;1;1;Hombre;bajo
alto;alto;alto;2497;medio;alto;alto;alto;B1;5;4;Hombre;bajo
medio;medio;medio;2498;medio;medio;medio;medio;A-;1;2;Hombre;bajo
alto;alto;alto;2499;medio;medio;medio;alto;A2;5;3;Hombre;bajo
medio;alto;medio;2500;medio;alto;medio;alto;A1;5;3;Hombre;bajo
medio;alto;alto;2501;medio;alto;medio;alto;A2;5;3;Mujer;bajo
alto;alto;alto;2502;alto;alto;alto;alto;B1;5;3;Mujer;bajo
medio;medio;medio;2503;medio;medio;medio;medio;A1;2;3;Hombre;bajo
alto;alto;medio;2504;alto;medio;alto;medio;A1;5;3;Hombre;bajo
medio;medio;medio;2505;medio;medio;medio;medio;A-;1;1;Hombre;bajo
alto;medio;alto;2506;medio;alto;alto;medio;A1;1;1;Hombre;bajo
medio;medio;medio;2507;medio;medio;alto;medio;A-;1;1;Hombre;bajo
medio;medio;medio;2508;alto;medio;medio;medio;A1;5;2;Hombre;bajo
medio;alto;alto;2509;medio;medio;alto;medio;A1;5;3;Mujer;bajo
medio;medio;medio;2510;medio;medio;medio;medio;A1;1;1;Hombre;bajo
alto;alto;alto;2511;alto;alto;alto;superior;B1;5;6;Mujer;bajo
alto;medio;medio;2512;medio;alto;alto;medio;A1;1;1;Mujer;bajo
alto;alto;alto;2513;medio;alto;alto;alto;B1;5;4;Hombre;bajo
alto;superior;medio;2514;medio;medio;medio;alto;A1;5;4;Mujer;bajo
alto;alto;alto;2515;medio;alto;alto;alto;B+;5;6;Mujer;bajo
alto;alto;medio;2516;medio;alto;medio;alto;A1;3;3;Hombre;bajo
medio;medio;medio;2517;medio;medio;medio;medio;A2;5;4;Mujer;bajo
alto;medio;medio;2518;alto;alto;medio;medio;A1;5;3;Hombre;bajo
alto;alto;alto;2519;medio;alto;alto;alto;A1;1;2;Hombre;bajo
medio;medio;alto;2520;medio;alto;alto;medio;A1;1;1;Hombre;bajo
alto;medio;medio;2521;medio;medio;alto;alto;A1;1;1;Hombre;bajo
alto;medio;medio;2522;medio;medio;alto;medio;A2;5;1;Hombre;bajo
medio;medio;medio;2523;medio;alto;medio;medio;A-;1;1;Hombre;bajo
medio;alto;medio;2524;medio;medio;medio;medio;A-;5;6;Mujer;bajo
alto;superior;alto;2525;alto;alto;alto;alto;B1;5;6;Mujer;bajo
alto;medio;medio;2526;alto;alto;medio;medio;A-;3;3;Hombre;bajo
medio;alto;medio;2527;medio;medio;medio;medio;A1;1;3;Mujer;bajo
alto;alto;alto;2528;alto;alto;alto;alto;A1;1;2;Hombre;bajo
medio;medio;alto;2529;alto;alto;alto;alto;A-;2;2;Hombre;bajo
alto;alto;alto;2530;alto;alto;alto;medio;B1;5;4;Hombre;bajo
medio;medio;medio;2531;medio;medio;alto;alto;A-;2;2;Hombre;bajo
alto;alto;medio;2532;medio;alto;alto;alto;A1;5;3;Hombre;bajo
medio;medio;medio;2533;medio;medio;medio;medio;A-;3;5;Mujer;bajo
alto;medio;alto;2534;alto;alto;medio;medio;A1;2;2;Hombre;bajo
alto;alto;alto;2535;medio;alto;alto;alto;A1;5;6;Mujer;bajo
alto;alto;medio;2536;alto;alto;alto;medio;A1;5;2;Hombre;bajo
medio;medio;medio;2537;bajo;medio;medio;alto;A-;5;2;Mujer;bajo
alto;alto;alto;2538;alto;alto;alto;alto;A2;5;3;Hombre;bajo
medio;alto;medio;2539;medio;medio;medio;alto;A1;5;3;Hombre;bajo
bajo;alto;alto;2540;medio;alto;medio;medio;A2;2;2;Hombre;bajo
alto;alto;alto;2541;alto;alto;alto;superior;B+;5;5;Hombre;bajo
alto;alto;medio;2542;medio;alto;medio;medio;A1;5;2;Hombre;bajo
alto;alto;alto;2543;alto;alto;alto;alto;A2;5;3;Hombre;bajo
alto;alto;alto;2544;medio;alto;medio;alto;A-;2;2;Mujer;bajo
medio;medio;alto;2545;medio;alto;alto;alto;A2;2;2;Hombre;bajo
alto;alto;alto;2546;alto;medio;alto;alto;A1;5;3;Hombre;bajo
alto;alto;medio;2547;alto;alto;alto;alto;A2;5;3;Hombre;bajo
alto;alto;medio;2548;alto;alto;medio;medio;A1;2;2;Hombre;bajo
alto;medio;medio;2549;alto;medio;medio;medio;A2;2;2;Hombre;bajo
medio;medio;medio;2550;alto;medio;medio;alto;A1;5;2;Mujer;bajo
medio;alto;medio;2551;medio;alto;medio;medio;A2;5;3;Hombre;bajo
alto;alto;alto;2552;medio;alto;alto;alto;A-;5;3;Mujer;bajo
alto;medio;alto;2553;alto;medio;medio;medio;A2;5;3;Hombre;bajo
medio;alto;medio;2554;medio;medio;medio;medio;A1;3;3;Mujer;bajo
medio;medio;medio;2555;bajo;medio;medio;medio;A1;5;3;Mujer;bajo
alto;alto;alto;2556;medio;alto;alto;alto;B1;5;3;Hombre;bajo
alto;alto;alto;2557;alto;alto;alto;medio;A2;5;5;Hombre;bajo
medio;alto;alto;2558;medio;alto;alto;medio;A1;5;3;Hombre;bajo
alto;alto;alto;2559;alto;alto;alto;alto;A1;1;1;Mujer;bajo
alto;medio;medio;2560;alto;medio;alto;alto;B1;5;6;Hombre;bajo
alto;alto;alto;2561;medio;alto;alto;alto;A-;1;1;Mujer;bajo
alto;alto;alto;2562;alto;alto;alto;alto;A2;1;1;Mujer;bajo
medio;medio;alto;2563;alto;alto;medio;medio;A1;1;1;Mujer;bajo
alto;medio;medio;2564;medio;medio;alto;alto;A1;1;2;Hombre;bajo
medio;medio;alto;2565;alto;medio;medio;alto;A1;1;2;Hombre;bajo
medio;alto;alto;2566;medio;alto;medio;medio;A1;2;2;Hombre;bajo
alto;medio;alto;2567;medio;alto;medio;medio;A2;5;4;Hombre;bajo
alto;alto;alto;2568;medio;medio;medio;medio;A-;2;2;Hombre;bajo
alto;medio;medio;2569;alto;medio;medio;alto;A2;5;3;Mujer;bajo
alto;alto;alto;2570;medio;alto;alto;medio;A2;5;4;Hombre;bajo
alto;alto;alto;2571;medio;medio;medio;alto;A1;1;1;Mujer;bajo
medio;medio;medio;2572;medio;medio;alto;medio;A1;5;3;Mujer;bajo
alto;alto;alto;2573;alto;alto;alto;alto;B1;5;3;Hombre;bajo
alto;alto;alto;2574;alto;alto;medio;alto;A2;2;2;Mujer;bajo
alto;alto;alto;2575;alto;alto;alto;alto;A2;2;2;Mujer;bajo
medio;alto;alto;2576;medio;medio;alto;medio;B1;5;5;Mujer;bajo
alto;alto;alto;2577;alto;alto;alto;alto;A2;1;3;Mujer;bajo
medio;alto;medio;2578;medio;medio;medio;medio;A1;1;1;Mujer;bajo
medio;medio;medio;2579;medio;medio;medio;medio;A1;1;2;Hombre;bajo
alto;medio;medio;2580;medio;medio;alto;alto;A1;1;1;Hombre;bajo
alto;medio;medio;2581;medio;medio;alto;medio;A1;2;2;Hombre;bajo
alto;alto;medio;2582;alto;alto;medio;medio;A1;5;3;Mujer;bajo
medio;alto;alto;2583;medio;alto;alto;alto;A2;5;5;Hombre;bajo
alto;alto;alto;2584;medio;alto;alto;alto;A1;5;5;Hombre;bajo
alto;medio;alto;2585;alto;alto;alto;medio;A2;1;1;Mujer;bajo
medio;medio;medio;2586;medio;medio;medio;medio;A1;5;2;Hombre;bajo
medio;medio;medio;2587;medio;medio;medio;medio;A-;5;2;Mujer;bajo
medio;medio;medio;2588;medio;alto;medio;medio;A-;5;3;Hombre;bajo
alto;alto;alto;2589;alto;alto;medio;alto;A2;1;1;Hombre;bajo
alto;alto;alto;2590;alto;alto;alto;alto;B1;5;3;Hombre;bajo
alto;medio;alto;2591;alto;alto;alto;alto;A2;2;2;Mujer;bajo
alto;alto;medio;2592;medio;alto;alto;alto;A1;5;2;Mujer;bajo
medio;medio;medio;2593;medio;medio;alto;medio;A1;5;5;Hombre;bajo
alto;alto;alto;2594;alto;medio;medio;alto;A1;5;4;Hombre;bajo
alto;alto;alto;2595;alto;alto;superior;alto;B+;5;2;Mujer;bajo
alto;alto;alto;2596;alto;alto;alto;alto;A1;5;3;Mujer;bajo
alto;alto;medio;2597;alto;alto;alto;medio;A1;3;2;Hombre;bajo
medio;alto;medio;2598;medio;alto;medio;medio;A2;5;2;Hombre;bajo
alto;alto;alto;2599;medio;alto;alto;alto;A2;1;1;Hombre;bajo
alto;alto;alto;2600;medio;alto;alto;alto;A1;5;2;Hombre;bajo
alto;alto;medio;2601;medio;alto;alto;alto;A1;5;5;Hombre;bajo
alto;alto;alto;2602;alto;alto;alto;medio;A-;1;3;Hombre;bajo
medio;alto;alto;2603;alto;alto;alto;medio;A1;2;2;Mujer;bajo
alto;medio;medio;2604;medio;alto;medio;alto;A1;5;5;Hombre;bajo
alto;alto;alto;2605;medio;medio;medio;alto;A1;3;2;Hombre;bajo
alto;superior;alto;2606;alto;alto;alto;alto;A1;1;1;Mujer;bajo
alto;medio;alto;2607;medio;alto;medio;medio;A2;5;3;Hombre;bajo
alto;alto;medio;2608;medio;medio;medio;alto;B1;5;6;Hombre;bajo
alto;alto;alto;2609;alto;alto;alto;medio;A-;1;1;Hombre;bajo
alto;medio;alto;2610;medio;alto;alto;alto;A1;2;2;Hombre;bajo
alto;alto;alto;2611;medio;alto;alto;alto;A2;5;3;Mujer;bajo
alto;alto;alto;2612;medio;alto;alto;alto;A2;5;4;Hombre;bajo
medio;medio;medio;2613;medio;medio;medio;medio;A-;2;2;Hombre;bajo
medio;alto;medio;2614;medio;medio;alto;medio;A1;1;1;Hombre;bajo
alto;medio;medio;2615;medio;alto;medio;alto;A2;5;2;Hombre;bajo
alto;alto;alto;2616;alto;alto;alto;medio;B+;5;5;Mujer;bajo
medio;medio;medio;2617;medio;medio;medio;medio;A-;2;2;Hombre;bajo
alto;alto;alto;2618;medio;alto;alto;alto;A1;5;5;Hombre;bajo
medio;alto;alto;2619;medio;alto;alto;alto;A1;1;3;Mujer;bajo
alto;alto;alto;2620;alto;alto;alto;alto;A2;5;2;Hombre;bajo
alto;alto;alto;2621;alto;alto;alto;alto;A1;5;3;Mujer;bajo
alto;alto;medio;2622;medio;alto;medio;medio;A1;2;2;Hombre;bajo
medio;alto;medio;2623;medio;medio;alto;medio;A1;1;2;Mujer;bajo
alto;medio;medio;2624;medio;medio;medio;medio;A1;5;2;Hombre;bajo
medio;alto;medio;2625;medio;alto;alto;alto;A2;1;1;Hombre;bajo
alto;alto;medio;2626;medio;alto;medio;alto;A2;5;4;Hombre;bajo
alto;medio;medio;2627;medio;medio;medio;medio;A-;5;3;Hombre;bajo
medio;medio;medio;2628;bajo;medio;medio;medio;A-;2;2;Mujer;bajo
alto;medio;medio;2629;alto;medio;alto;medio;A1;1;1;Hombre;bajo
medio;alto;medio;2630;medio;medio;alto;medio;A1;2;3;Hombre;bajo
medio;medio;medio;2631;medio;medio;alto;medio;A-;3;3;Mujer;bajo
alto;superior;superior;2632;medio;alto;alto;alto;B1;5;5;Hombre;bajo
medio;alto;medio;2633;medio;alto;medio;medio;A1;1;1;Hombre;bajo
medio;medio;medio;2634;alto;alto;medio;medio;A-;1;2;Hombre;bajo
alto;alto;alto;2635;medio;alto;alto;alto;A1;1;2;Hombre;bajo
medio;medio;alto;2636;alto;alto;alto;medio;A-;5;2;Hombre;bajo
alto;medio;alto;2637;medio;medio;alto;medio;B1;5;4;Mujer;bajo
alto;medio;alto;2638;medio;alto;alto;medio;A1;1;1;Mujer;bajo
superior;alto;alto;2639;alto;alto;alto;medio;B1;3;3;Hombre;bajo
alto;alto;medio;2640;alto;medio;alto;medio;A1;1;1;Hombre;bajo
medio;alto;alto;2641;medio;alto;medio;medio;A1;2;2;Mujer;bajo
alto;medio;alto;2642;medio;alto;alto;medio;A2;5;3;Hombre;bajo
alto;superior;alto;2643;alto;medio;alto;alto;B1;5;4;Hombre;bajo
alto;alto;alto;2644;alto;medio;alto;medio;A1;2;2;Hombre;bajo
alto;alto;alto;2645;alto;alto;alto;alto;A1;2;2;Hombre;bajo
alto;alto;alto;2646;alto;medio;medio;medio;A2;5;2;Hombre;bajo
alto;medio;alto;2647;medio;alto;alto;alto;B1;5;2;Hombre;bajo
medio;medio;alto;2648;alto;medio;alto;medio;A1;1;2;Mujer;bajo
alto;alto;alto;2649;medio;medio;alto;medio;A1;2;2;Hombre;bajo
alto;medio;medio;2650;medio;alto;medio;medio;A1;5;3;Hombre;bajo
medio;medio;medio;2651;medio;medio;medio;medio;A-;1;1;Hombre;bajo
medio;medio;alto;2652;alto;alto;alto;alto;A2;2;2;Hombre;bajo
alto;superior;alto;2653;alto;alto;alto;alto;A1;3;4;Hombre;bajo
alto;medio;medio;2654;medio;medio;alto;medio;A2;1;2;Mujer;bajo
medio;medio;alto;2655;alto;alto;medio;alto;A2;1;1;Hombre;bajo
alto;medio;medio;2656;alto;alto;medio;alto;A-;2;2;Hombre;bajo
medio;alto;alto;2657;medio;alto;alto;alto;A1;5;4;Mujer;bajo
alto;alto;alto;2658;alto;alto;superior;alto;B1;1;3;Mujer;bajo
medio;alto;medio;2659;medio;medio;medio;medio;A2;5;3;Mujer;bajo
medio;alto;alto;2660;alto;alto;alto;alto;A1;5;3;Hombre;bajo
medio;alto;alto;2661;medio;medio;alto;alto;A1;3;2;Hombre;bajo
alto;alto;alto;2662;alto;alto;alto;alto;A2;5;3;Hombre;bajo
medio;alto;medio;2663;alto;medio;alto;medio;A1;2;2;Hombre;bajo
medio;medio;medio;2664;bajo;medio;medio;medio;A-;1;1;Hombre;bajo
alto;alto;alto;2665;medio;medio;alto;alto;B+;5;5;Mujer;bajo
alto;alto;alto;2666;alto;medio;alto;medio;A2;5;2;Mujer;bajo
alto;alto;alto;2667;alto;medio;alto;alto;A2;1;2;Mujer;bajo
alto;medio;alto;2668;alto;medio;medio;medio;A1;5;3;Hombre;bajo
alto;alto;alto;2669;bajo;medio;alto;alto;A1;1;2;Mujer;bajo
alto;alto;alto;2670;medio;medio;alto;medio;A1;2;2;Mujer;bajo
alto;superior;alto;2671;medio;medio;medio;medio;A1;2;3;Hombre;bajo
alto;medio;alto;2672;medio;alto;alto;alto;A1;2;2;Mujer;bajo
alto;alto;medio;2673;alto;alto;alto;alto;A1;2;2;Hombre;bajo
medio;medio;medio;2674;medio;medio;medio;medio;A2;5;3;Mujer;bajo
alto;alto;medio;2675;alto;alto;alto;alto;A-;2;2;Hombre;bajo
alto;alto;alto;2676;alto;alto;alto;alto;B1;5;3;Mujer;bajo
alto;medio;alto;2677;alto;medio;medio;medio;A-;5;1;Hombre;bajo
alto;medio;alto;2678;medio;alto;alto;alto;A1;5;2;Hombre;bajo
medio;alto;medio;2679;alto;medio;alto;medio;A1;2;2;Hombre;bajo
alto;alto;alto;2680;alto;alto;alto;medio;A2;5;3;Mujer;bajo
medio;medio;medio;2681;medio;alto;medio;alto;A1;1;2;Hombre;bajo
medio;medio;medio;2682;alto;medio;alto;medio;A1;1;1;Mujer;bajo
medio;medio;medio;2683;bajo;medio;medio;medio;A-;3;3;Hombre;bajo
superior;superior;alto;2684;alto;superior;superior;superior;B+;5;4;Hombre;bajo
medio;medio;medio;2685;medio;medio;medio;medio;A-;2;2;Mujer;bajo
alto;medio;alto;2686;medio;alto;alto;alto;B1;5;4;Hombre;bajo
medio;medio;alto;2687;alto;medio;medio;alto;A1;3;3;Hombre;bajo
medio;medio;medio;2688;alto;medio;alto;medio;B1;5;2;Mujer;bajo
medio;medio;medio;2689;medio;medio;medio;medio;A-;2;2;Hombre;bajo
alto;alto;medio;2690;alto;alto;alto;medio;A-;3;3;Hombre;bajo
alto;medio;medio;2691;medio;alto;medio;medio;A1;1;1;Hombre;bajo
medio;medio;medio;2692;medio;medio;medio;medio;A-;1;3;Hombre;bajo
medio;alto;medio;2693;medio;alto;medio;medio;A1;2;1;Hombre;bajo
alto;medio;medio;2694;alto;alto;alto;medio;A-;5;3;Mujer;bajo
alto;alto;alto;2695;medio;medio;medio;alto;A1;5;3;Mujer;bajo
alto;medio;medio;2696;alto;medio;medio;medio;A-;5;2;Mujer;bajo
alto;medio;medio;2697;medio;medio;alto;medio;A-;2;2;Mujer;bajo
alto;alto;alto;2698;medio;alto;medio;medio;A2;1;2;Mujer;bajo
alto;medio;alto;2699;medio;medio;medio;alto;A1;1;2;Hombre;bajo
medio;medio;medio;2700;medio;medio;medio;alto;A1;2;2;Hombre;bajo
medio;medio;medio;2701;medio;medio;medio;medio;A-;5;2;Mujer;bajo
alto;medio;medio;2702;alto;medio;alto;medio;A1;1;1;Mujer;bajo
alto;alto;alto;2703;medio;medio;medio;medio;A2;2;2;Mujer;bajo
alto;alto;medio;2704;medio;medio;alto;medio;A1;5;3;Hombre;bajo
medio;alto;alto;2705;medio;medio;alto;medio;A-;2;2;Mujer;bajo
medio;medio;medio;2706;medio;medio;medio;medio;A-;5;3;Mujer;bajo
medio;medio;medio;2707;medio;medio;medio;medio;A1;1;2;Hombre;bajo
alto;alto;medio;2708;medio;medio;medio;medio;A1;5;3;Mujer;bajo
alto;medio;medio;2709;alto;alto;medio;alto;A-;1;1;Hombre;bajo
medio;alto;medio;2710;medio;medio;medio;medio;A2;5;4;Hombre;bajo
medio;medio;medio;2711;medio;medio;medio;medio;A1;5;2;Hombre;bajo
alto;medio;alto;2712;alto;alto;alto;alto;A1;1;3;Mujer;bajo
alto;alto;alto;2713;medio;medio;alto;medio;B1;5;6;Hombre;bajo
alto;alto;alto;2714;medio;alto;alto;medio;B1;5;3;Mujer;bajo
alto;alto;alto;2715;alto;alto;alto;medio;A1;2;2;Mujer;bajo
medio;medio;medio;2716;medio;medio;medio;medio;A-;2;2;Mujer;bajo
medio;medio;medio;2717;medio;medio;medio;medio;A1;3;3;Mujer;bajo
medio;medio;medio;2718;alto;medio;medio;bajo;A1;1;2;Hombre;bajo
medio;medio;medio;2719;medio;medio;bajo;medio;A1;1;1;Hombre;bajo
alto;medio;alto;2720;medio;alto;alto;alto;A1;1;1;Hombre;bajo
alto;alto;alto;2721;medio;medio;alto;medio;B1;2;2;Hombre;bajo
alto;alto;alto;2722;alto;alto;superior;alto;A1;5;3;Hombre;bajo
medio;medio;medio;2723;medio;medio;medio;medio;A-;5;2;Hombre;bajo
medio;medio;medio;2724;medio;medio;medio;medio;A-;1;1;Hombre;bajo
medio;medio;medio;2725;medio;medio;medio;bajo;A1;2;1;Hombre;bajo
alto;superior;alto;2726;superior;alto;alto;superior;B+;5;5;Mujer;bajo
